time,amplitude
0.0,-0.004809727316737303
0.00200059880239521,0.02423466518104323
0.00400119760479042,0.05455967154594455
0.006001796407185629,0.08358505502462116
0.00800239520958084,0.10800984189889244
0.01000299401197605,0.1269061329789647
0.012003592814371258,0.13677947219040965
0.014004191616766469,0.13659052679348826
0.01600479041916168,0.12573644434194278
0.018005389221556888,0.10799406120723411
0.0200059880239521,0.08343078102310685
0.022006586826347308,0.057292062088389814
0.024007185628742517,0.029876737531313226
0.02600778443113773,0.004412602861964707
0.028008383233532937,-0.019055295663364478
0.03000898203592815,-0.04075247406071811
0.03200958083832336,-0.061230099068605784
0.03401017964071857,-0.07938182214990493
0.036010778443113775,-0.09642074156070357
0.03801137724550899,-0.11081902766809842
0.0400119760479042,-0.12121673045660422
0.042012574850299404,-0.12930969982817261
0.044013173652694616,-0.13472903123555488
0.04601377245508983,-0.13892572545791743
0.04801437125748503,-0.14307415689815103
0.050014970059880245,-0.15000644477180788
0.05201556886227546,-0.15818701843298805
0.05401616766467067,-0.1687327957912741
0.056016766467065875,-0.1784797990497713
0.05801736526946109,-0.18609214427632204
0.0600179640718563,-0.1882046338636872
0.062018562874251504,-0.18358612659207352
0.06401916167664672,-0.16930788574276462
0.06601976047904193,-0.14589955014005762
0.06802035928143714,-0.11347545105807968
0.07002095808383235,-0.075815776218443
0.07202155688622755,-0.035390467507608284
0.07402215568862276,0.00568151793413669
0.07602275449101797,0.04473924068676314
0.07802335329341319,0.08074857504234133
0.0800239520958084,0.1105221312875003
0.08202455089820361,0.13297421728034184
0.08402514970059881,0.14639049173641352
0.08602574850299402,0.14768933604311926
0.08802634730538923,0.135651293293722
0.09002694610778444,0.1070943392459179
0.09202754491017966,0.06197622221998958
0.09402814371257487,0.0014104127711308807
0.09602874251497007,-0.07341105792535271
0.09802934131736528,-0.15738695880204434
0.10002994011976049,-0.24475961515851874
0.1020305389221557,-0.3274347879970403
0.10403113772455092,-0.39834602277633524
0.10603173652694613,-0.4518361105738804
0.10803233532934134,-0.4800257402988318
0.11003293413173654,-0.4791392835167434
0.11203353293413175,-0.44376002951880916
0.11403413173652696,-0.37299194875896646
0.11603473053892217,-0.2645118707581789
0.11803532934131739,-0.12150429773355281
0.1200359281437126,0.05251972476987412
0.1220365269461078,0.24800894394138426
0.12403712574850301,0.4537440505130245
0.12603772455089823,0.6542689889086714
0.12803832335329343,0.8343495278319503
0.13003892215568863,0.978424436401008
0.13203952095808386,1.0770146077438099
0.13404011976047905,1.1200582595650903
0.13604071856287428,1.102145724578622
0.13804131736526948,1.0196349091451258
0.1400419161676647,0.8716376467291389
0.1420425149700599,0.6658771684842834
0.1440431137724551,0.41642694614511006
0.14604371257485033,0.1423504153744901
0.14804431137724552,-0.13073119423106508
0.15004491017964075,-0.3761101423519092
0.15204550898203595,-0.5744668547397088
0.15404610778443115,-0.7143121823692844
0.15604670658682637,-0.7933641853807173
0.15804730538922157,-0.8198317451730706
0.1600479041916168,-0.8015848237867477
0.162048502994012,-0.7512002325768264
0.16404910179640722,-0.6778815929114054
0.16604970059880242,-0.5882619634541655
0.16805029940119762,-0.48910657557404474
0.17005089820359284,-0.38494054238892994
0.17205149700598804,-0.280631707149492
0.17405209580838327,-0.18096157712306588
0.17605269461077847,-0.08921736963201868
0.1780532934131737,-0.007835625141148429
0.1800538922155689,0.058877113648996886
0.1820544910179641,0.11092793577127504
0.1840550898203593,0.1447150747443775
0.1860556886227545,0.1599976512767157
0.18805628742514974,0.15476463751746325
0.19005688622754494,0.12901781628540537
0.19205748502994013,0.0854898090404341
0.19405808383233536,0.028322584347258598
0.19605868263473056,-0.03426606655346281
0.19805928143712578,-0.09530088784952537
0.20005988023952098,-0.14932769541729518
0.2020604790419162,-0.19063193917513852
0.2040610778443114,-0.2173831464840008
0.2060616766467066,-0.22869804047533737
0.20806227544910183,-0.22662236424206306
0.21006287425149703,-0.21503833857612442
0.21206347305389225,-0.19751065070728477
0.21406407185628745,-0.17508842974071925
0.21606467065868268,-0.1520834686822702
0.21806526946107788,-0.1288458287112644
0.22006586826347307,-0.10555691282100875
0.2220664670658683,-0.08305729965161983
0.2240670658682635,-0.060722411848689976
0.22606766467065872,-0.04139390063713254
0.22806826347305392,-0.024368975892763926
0.23006886227544915,-0.011444338084408033
0.23206946107784435,-0.002006387017056753
0.23407005988023954,0.0018445692056082577
0.23607065868263477,0.0011509763350480997
0.23807125748502997,-0.0010485118914542353
0.2400718562874252,-0.00285339946348397
0.2420724550898204,-0.0016101471618103153
0.2440730538922156,0.0030147589060443075
0.24607365269461082,0.010003545135616108
0.24807425149700602,0.019999243084846192
0.25007485029940124,0.029358173011644874
0.25207544910179647,0.03723579540495549
0.25407604790419164,0.04069568365505934
0.25607664670658686,0.040829271648033565
